,folder,fish,task,area,rootDir,pixeldenoise,registration,detrend,demix,denoise
153,08082019,Fish1-3,GA+Random gain,GABA,/nrs/ahrens/Takashi/,True,True,True,False,True
154,08082019,Fish2-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
155,08082019,Fish2-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
156,08092019,Fish1-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
157,08092019,Fish1-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
158,08092019,Fish2-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
159,08092019,Fish2-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
160,08092019,Fish2-3,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
161,08092019,Fish3-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
162,08092019,Fish3-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
163,08092019,Fish3-3,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
164,08092019,Fish4-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
165,08092019,Fish4-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
166,08092019,Fish4-3,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
167,08102019,Fish1-1,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
168,08102019,Fish1-2,GA+SOVO,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
169,08102019,Fish1-3,GA+Random delay,Glu,/nrs/ahrens/Takashi/,True,True,True,False,True
